RegionID|RegionName|Coordinates
6211330|Novena, Singapore, Singapore|1.32342;103.81345:1.32842;103.81393:1.33261;103.81659:1.33969;103.82043:1.34130;103.82529:1.34019;103.83316:1.34169;103.83598:1.33905;103.83747:1.33495;103.83715:1.32887;103.84048:1.32975;103.84740:1.32908;103.85651:1.33045;103.86235:1.32764;103.86202:1.31948;103.85357:1.31675;103.84769:1.31052;103.84458:1.31295;103.83903:1.31737;103.83525:1.32237;103.82020
6211510|Sekupang, Batam, Indonesia|1.09855;103.89097:1.04732;103.91215:1.08831;104.01463:1.12109;103.99959:1.15388;103.92512
6211562|Batu Ampar, Batam, Indonesia|1.15193;103.99331:1.15267;104.02020:1.12157;104.03718:1.13235;104.05813:1.16332;104.06073:1.19679;104.02566:1.18948;103.99492
6211676|Amager, Copenhagen, Denmark|55.62231;12.52482:55.62132;12.55991:55.64993;12.64404:55.66909;12.63716:55.67860;12.62433:55.67603;12.61441:55.67374;12.61003:55.66601;12.58689:55.66897;12.57827:55.66067;12.56586:55.64226;12.55285
6211701|Corona del Mar, California, United States of America|33.61259;-117.89057:33.60005;-117.88158:33.59179;-117.87786:33.58942;-117.87000:33.58315;-117.86320:33.58461;-117.86206:33.58906;-117.85757:33.58727;-117.85508:33.59087;-117.85238:33.59523;-117.86037:33.59597;-117.86051:33.59604;-117.86291:33.59715;-117.86182:33.59787;-117.86091:33.59798;-117.85905:33.60005;-117.85824:33.59938;-117.85472:33.60552;-117.85262:33.60518;-117.84919:33.60784;-117.84884:33.60624;-117.84004:33.61137;-117.84129:33.61144;-117.84214:33.61108;-117.84252:33.61377;-117.84785:33.61410;-117.85039:33.61246;-117.85298:33.60907;-117.85271:33.60906;-117.85415:33.60836;-117.85487:33.60933;-117.85949:33.61114;-117.86163:33.61301;-117.85970:33.61258;-117.86233:33.61169;-117.86559:33.61438;-117.86694:33.61351;-117.86836:33.60392;-117.87365:33.61176;-117.88516
6211780|Nongsa, Batam, Indonesia|1.19731;104.05667:1.12466;104.08574:1.08801;104.14956:1.14045;104.16915:1.18089;104.14640:1.20742;104.09079
6211785|Sekudai, Johor Bahru, Malaysia|1.51345;103.62705:1.50444;103.63409:1.50435;103.63735:1.50633;103.64010:1.49800;103.64834:1.49680;103.65272:1.50264;103.65804:1.51791;103.67744:1.52512;103.67538:1.53919;103.66765:1.54914;103.65993:1.55163;103.65092:1.55232;103.64680:1.55120;103.64113:1.54888;103.63555:1.54725;103.63555:1.54065;103.63924:1.53284;103.64216
6212038|Extramurs, Valencia, Spain|39.47585;-0.39766:39.45442;-0.38099:39.46579;-0.37754:39.46747;-0.38242:39.47521;-0.38520:39.48054;-0.38410
6212047|Eixample, Valencia, Spain|39.45428;-0.38099:39.46325;-0.35894:39.47332;-0.36575:39.46702;-0.37165:39.46572;-0.37745
6212076|Poblats Maritims, Valencia, Spain|39.42879;-0.34556:39.41785;-0.30788:39.44665;-0.29979:39.48375;-0.31385:39.48384;-0.32449:39.48540;-0.33187:39.46430;-0.33583:39.46177;-0.33873:39.45453;-0.34078:39.45295;-0.34352
6212095|Jesus, Valencia, Spain|39.44673;-0.40592:39.43940;-0.39762:39.43714;-0.38676:39.45436;-0.38099:39.46207;-0.38691:39.45034;-0.39483:39.45386;-0.39951
6212257|Udyog Vihar, Gurugram, India|28.49615;77.03926:28.49347;77.05958:28.48940;77.05604:28.47948;77.07013:28.50951;77.09850:28.51247;77.09343:28.51774;77.08012:28.51950;77.07266:28.51241;77.06705:28.51268;77.06201:28.51606;77.04604
6212364|Barrio del Carmen, Valencia, Spain|39.47519;-0.38500:39.47477;-0.37971:39.48000;-0.37412:39.48247;-0.37975:39.48060;-0.38394
6212602|Cedars, Dallas, Texas, United States of America|32.77100;-96.80064:32.76410;-96.79042:32.77181;-96.78160:32.77520;-96.78556:32.77433;-96.78716:32.77341;-96.79638:32.77274;-96.79851
6212733|Jurere, Florianopolis, Brazil|-27.45040;-48.52165:-27.45664;-48.51889:-27.45922;-48.51631:-27.45967;-48.51089:-27.45883;-48.50454:-27.45746;-48.50110:-27.45423;-48.49908:-27.45433;-48.49556:-27.45659;-48.49470:-27.45120;-48.48697:-27.45470;-48.48499:-27.45453;-48.48439:-27.45035;-48.48200:-27.44537;-48.47876:-27.43344;-48.47592:-27.43006;-48.47534:-27.42793;-48.47768:-27.43630;-48.48375:-27.43584;-48.50184:-27.43126;-48.51281:-27.43576;-48.51380:-27.44954;-48.51145:-27.45178;-48.51399
6212738|Canasvieiras, Florianopolis, Brazil|-27.42559;-48.47878:-27.42857;-48.47717:-27.42958;-48.47640:-27.43027;-48.47516:-27.43125;-48.47446:-27.43323;-48.47498:-27.43611;-48.47119:-27.43966;-48.47026:-27.44073;-48.46799:-27.44264;-48.46646:-27.44419;-48.46639:-27.44439;-48.44710:-27.43131;-48.44627:-27.43028;-48.44725:-27.42949;-48.44736:-27.42917;-48.44783:-27.42880;-48.44859:-27.42536;-48.44942:-27.42681;-48.46601:-27.42580;-48.47345
6212746|Cachoeira do Bom Jesus, Florianopolis, Brazil|-27.42544;-48.44936:-27.42880;-48.44856:-27.42915;-48.44782:-27.42949;-48.44735:-27.43028;-48.44721:-27.43132;-48.44625:-27.44442;-48.44698:-27.44453;-48.43217:-27.43726;-48.42646:-27.43185;-48.43234:-27.42842;-48.42964:-27.42381;-48.42895:-27.42522;-48.42620:-27.42541;-48.42517:-27.42488;-48.42105:-27.42446;-48.42015:-27.42016;-48.42238:-27.41997;-48.42680:-27.41943;-48.42736:-27.41715;-48.42771:-27.41608;-48.43037:-27.42008;-48.43560:-27.42389;-48.44350
6212753|Ingleses do Rio Vermelho, Florianopolis, Brazil|-27.44810;-48.41712:-27.45477;-48.41468:-27.46278;-48.40551:-27.46284;-48.39312:-27.44710;-48.39292:-27.44809;-48.38745:-27.44650;-48.38353:-27.44729;-48.37803:-27.44686;-48.37791:-27.44712;-48.37616:-27.44562;-48.37015:-27.43931;-48.35735:-27.43149;-48.36477:-27.43269;-48.36848:-27.44288;-48.37171:-27.43838;-48.38548:-27.42733;-48.39555:-27.41400;-48.40253:-27.41769;-48.40885:-27.42593;-48.41009:-27.43401;-48.41450:-27.43986;-48.41654
6212767|Lagoa da Conceicao, Florianopolis, Brazil|-27.60426;-48.48508:-27.60708;-48.48474:-27.60932;-48.48156:-27.61248;-48.48225:-27.61347;-48.47993:-27.60879;-48.46560:-27.60521;-48.46109:-27.59970;-48.46289:-27.59708;-48.46186:-27.59559;-48.46333:-27.59590;-48.46586:-27.59468;-48.46813:-27.59894;-48.47766
6212833|Praia do Rosa, Imbituba, Brazil|-28.13981;-48.67569:-28.15647;-48.66836:-28.15281;-48.62638:-28.10107;-48.61316:-28.10010;-48.66350
6212852|Ponta das Canas, Florianopolis, Brazil|-27.41611;-48.43026:-27.41714;-48.42769:-27.41944;-48.42734:-27.41996;-48.42679:-27.42014;-48.42233:-27.41955;-48.42140:-27.40881;-48.42105:-27.40088;-48.42498:-27.40051;-48.42742:-27.40052;-48.42880:-27.40505;-48.43009:-27.41248;-48.42914
6213101|Greektown Historic District, Detroit, Michigan, United States of America|42.33466;-83.04523:42.33293;-83.04408:42.33559;-83.03813:42.33719;-83.03942
6213708|Pali Hill, Mumbai, India|19.07508;72.82400:19.07411;72.82122:19.06080;72.82232:19.05946;72.82484:19.05950;72.82963:19.07004;72.82998:19.07047;72.82868:19.07514;72.82610
6213909|Aldeota, Fortaleza, Brazil|-3.73893;-38.51755:-3.74700;-38.49195:-3.74529;-38.49057:-3.74082;-38.48771:-3.73974;-38.48755:-3.73946;-38.48846:-3.73597;-38.48862:-3.73595;-38.48915:-3.73340;-38.49688:-3.73292;-38.49676:-3.73264;-38.49770:-3.73309;-38.49784:-3.73196;-38.50131:-3.73211;-38.50137:-3.72803;-38.51390:-3.73610;-38.51641:-3.73602;-38.51666
6213990|Santa Felicidade, Curitiba, Brazil|-25.40085;-49.34687:-25.40369;-49.34508:-25.40458;-49.34475:-25.40690;-49.34305:-25.40837;-49.34304:-25.40895;-49.34269:-25.40838;-49.34059:-25.40942;-49.34060:-25.41073;-49.34040:-25.40971;-49.33957:-25.40923;-49.33813:-25.40968;-49.33735:-25.41365;-49.33721:-25.41382;-49.33788:-25.41455;-49.33950:-25.42027;-49.33719:-25.42045;-49.33617:-25.42155;-49.33583:-25.42210;-49.32589:-25.42095;-49.32509:-25.42113;-49.32392:-25.42146;-49.32382:-25.42194;-49.32315:-25.42138;-49.32221:-25.42241;-49.32053:-25.42246;-49.31955:-25.41572;-49.32056:-25.41704;-49.31933:-25.41620;-49.31803:-25.41543;-49.31617:-25.41388;-49.31572:-25.41318;-49.31570:-25.41327;-49.31647:-25.41253;-49.31842:-25.41169;-49.31747:-25.41031;-49.31762:-25.40930;-49.31666:-25.40886;-49.31581:-25.40815;-49.31500:-25.40808;-49.31292:-25.40744;-49.31338:-25.40436;-49.31363:-25.40276;-49.31276:-25.40173;-49.31137:-25.39981;-49.31396:-25.39837;-49.31497:-25.39790;-49.31724:-25.39395;-49.31923:-25.39164;-49.31890:-25.39010;-49.31948:-25.38886;-49.32087:-25.38855;-49.32085:-25.38764;-49.32168:-25.38554;-49.32169:-25.38398;-49.31886:-25.38347;-49.31528:-25.38249;-49.31171:-25.38089;-49.31306:-25.37933;-49.31543:-25.37810;-49.31607:-25.37512;-49.31910:-25.37245;-49.31986:-25.37032;-49.32245:-25.36932;-49.32330:-25.36852;-49.32616:-25.36932;-49.32768:-25.37070;-49.32891:-25.37642;-49.33500:-25.38069;-49.33653:-25.38237;-49.33844:-25.38983;-49.33825:-25.39092;-49.33771:-25.39515;-49.33856:-25.39511;-49.33937:-25.39860;-49.34082:-25.39870;-49.34196:-25.39840;-49.34250:-25.39916;-49.34310:-25.40057;-49.34342:-25.40104;-49.34332:-25.40114;-49.34608:-25.40066;-49.34638
6214062|Agua Verde, Curitiba, Brazil|-25.45000;-49.29485:-25.45412;-49.29292:-25.45391;-49.28807:-25.46486;-49.29136:-25.46802;-49.28884:-25.46836;-49.28793:-25.47225;-49.28619:-25.45699;-49.26925:-25.44287;-49.27580:-25.44332;-49.27701
6214064|Ramkhamhaeng, Thailand|13.75780;100.59550:13.75568;100.59418:13.75272;100.59376:13.74386;100.59081:13.74121;100.60047:13.74048;100.60149:13.73624;100.61307:13.73711;100.62689:13.73583;100.63749:13.75178;100.64265:13.77541;100.68929:13.79803;100.68134:13.78692;100.63184:13.78699;100.60899:13.78487;100.60816:13.77350;100.60668:13.76989;100.60452:13.75974;100.59628
6214071|Alto da Rua Quinze, Curitiba, Brazil|-25.42469;-49.25975:-25.43027;-49.25773:-25.43230;-49.25739:-25.43386;-49.25661:-25.42797;-49.24162:-25.42511;-49.24258:-25.42420;-49.24234:-25.42337;-49.24171:-25.42229;-49.25384:-25.42246;-49.25565:-25.42317;-49.25706
6214074|Ratchathewi, Bangkok, Thailand|13.75240;100.52011:13.74918;100.52586:13.74972;100.52782:13.74919;100.53320:13.74981;100.53699:13.74935;100.54218:13.74866;100.54588:13.74951;100.54990:13.74981;100.55488:13.74866;100.56363:13.75617;100.56512:13.75701;100.55850:13.76000;100.55605:13.76390;100.54840:13.77384;100.52782
6214101|Thonglor, Bangkok, Thailand|13.72595;100.57403:13.72125;100.58102:13.74312;100.58879:13.74385;100.58501:13.74561;100.57904
6214509|Central Pattaya, Pattaya, Thailand|12.92902;100.87375:12.92435;100.87698:12.92372;100.88237:12.91629;100.89886:12.91610;100.89902:12.93728;100.91057:12.94809;100.91306:12.95031;100.88959:12.95126;100.88947:12.95148;100.88777:12.95054;100.88213:12.93919;100.88230:12.93532;100.88007
6214516|South Pattaya, Pattaya, Thailand|12.92472;100.86689:12.91939;100.86869:12.92039;100.87178:12.91243;100.89591:12.91729;100.89620:12.92362;100.88225:12.92422;100.87695:12.92896;100.87368
6214697|Downtown Asheville, Asheville, North Carolina, United States of America|35.59646;-82.56023:35.59335;-82.55923:35.59425;-82.55557:35.59259;-82.55502:35.59088;-82.55506:35.58857;-82.55463:35.58850;-82.55173:35.59011;-82.55049:35.59231;-82.54995:35.59328;-82.55015:35.59328;-82.54939:35.59484;-82.54961:35.59528;-82.54800:35.59616;-82.54815:35.59681;-82.54581:35.59976;-82.54545:35.59946;-82.54697:35.59993;-82.54843:35.59979;-82.54974:35.60000;-82.55206:35.59810;-82.55671
6215625|Campo Grande, Cariacica, Brazil|-20.34208;-40.39899:-20.34524;-40.39791:-20.34626;-40.39794:-20.34760;-40.39659:-20.34456;-40.39123:-20.34481;-40.38956:-20.34465;-40.38614:-20.34434;-40.38411:-20.34676;-40.38184:-20.34788;-40.38143:-20.34837;-40.38042:-20.35046;-40.37900:-20.35098;-40.37613:-20.34935;-40.37688:-20.34184;-40.37721:-20.33922;-40.37793:-20.33743;-40.37992:-20.33839;-40.38189:-20.33854;-40.38361:-20.33662;-40.38762:-20.33660;-40.38956:-20.34122;-40.39629
6215657|Esquimalt, Victoria, British Columbia, Canada|48.43942;-123.39305:48.43976;-123.39399:48.44107;-123.39331:48.44260;-123.39233:48.44469;-123.39684:48.44654;-123.40038:48.44862;-123.40760:48.45264;-123.42222:48.45110;-123.42473:48.44669;-123.41264:48.43846;-123.43349:48.43406;-123.42985:48.43512;-123.43826:48.42778;-123.44113:48.41515;-123.41301:48.41928;-123.39680:48.42373;-123.39339:48.42583;-123.39428:48.42788;-123.39457:48.43608;-123.39407
6215700|Victoria West, Victoria, British Columbia, Canada|48.44265;-123.39178:48.44260;-123.39230:48.44122;-123.39321:48.43976;-123.39395:48.43943;-123.39302:48.43609;-123.39395:48.43176;-123.39424:48.42794;-123.39452:48.42662;-123.38434:48.43041;-123.38473:48.43040;-123.38133:48.43001;-123.38029:48.42841;-123.37731:48.42785;-123.37446:48.42786;-123.37185:48.43108;-123.37168:48.43316;-123.37228:48.43324;-123.37629:48.43929;-123.38156:48.44073;-123.38804
6215718|Rockland, Victoria, British Columbia, Canada|48.41966;-123.35509:48.42344;-123.35409:48.42289;-123.34962:48.42299;-123.34893:48.42299;-123.34840:48.42366;-123.34524:48.42422;-123.34378:48.42644;-123.33698:48.42642;-123.32590:48.42412;-123.32595:48.42413;-123.32645:48.42294;-123.32650:48.41796;-123.33031:48.41632;-123.33614:48.41625;-123.33737:48.41633;-123.33739:48.41671;-123.34487:48.41869;-123.34651
6215739|Fairfield, Victoria, British Columbia, Canada|48.40781;-123.36966:48.41168;-123.36824:48.41630;-123.36565:48.41866;-123.36566:48.41779;-123.36361:48.41751;-123.36250:48.41850;-123.36143:48.42026;-123.36029:48.41868;-123.34651:48.41669;-123.34486:48.41633;-123.33739:48.41625;-123.33739:48.41631;-123.33616:48.41796;-123.33034:48.42289;-123.32650:48.42413;-123.32644:48.42411;-123.32594:48.42642;-123.32588:48.42643;-123.32249:48.41183;-123.32200:48.41183;-123.32650:48.40618;-123.32626:48.40128;-123.35054
6215741|Jardim Camburi, Brazil|-20.24364;-40.27551:-20.25080;-40.27267:-20.25225;-40.27263:-20.25459;-40.27388:-20.25640;-40.27362:-20.26920;-40.26967:-20.26675;-40.26165:-20.26687;-40.25821:-20.25926;-40.25808:-20.25894;-40.26087:-20.25672;-40.26255:-20.25491;-40.26233:-20.25459;-40.26392:-20.25298;-40.26516:-20.25072;-40.26508:-20.24803;-40.26645:-20.24843;-40.26722:-20.24746;-40.26920:-20.24653;-40.26911:-20.24118;-40.27208:-20.24066;-40.27319:-20.24191;-40.27482
6215774|James Bay, Victoria, British Columbia, Canada|48.42495;-123.38656:48.41605;-123.39148:48.41112;-123.38988:48.40783;-123.36967:48.41173;-123.36824:48.41632;-123.36568:48.41870;-123.36568:48.41979;-123.36456:48.42058;-123.36835:48.42070;-123.37012:48.42210;-123.36936:48.42331;-123.37212:48.42475;-123.37579
6215781|Downtown Victoria, Victoria, British Columbia, Canada|48.42072;-123.37010:48.42210;-123.36935:48.42331;-123.37209:48.43105;-123.37164:48.43319;-123.37222:48.43272;-123.36722:48.43596;-123.36734:48.43552;-123.36275:48.43207;-123.36165:48.42945;-123.36185:48.42770;-123.36170:48.42707;-123.35281:48.42678;-123.34726:48.42680;-123.34371:48.42551;-123.34371:48.42420;-123.34387:48.42368;-123.34522:48.42300;-123.34841:48.42300;-123.34895:48.42290;-123.34962:48.42345;-123.35410:48.41967;-123.35512:48.42026;-123.36031:48.41851;-123.36143:48.41752;-123.36252:48.41780;-123.36361:48.41868;-123.36568:48.41980;-123.36452:48.42059;-123.36835
6216319|Old City, Chiang Mai, Thailand|18.78143;98.97765:18.78116;98.99306:18.79561;98.99399:18.79609;98.97839
6216321|Chang Khlan, Chiang Mai, Thailand|18.76595;98.98958:18.76024;98.99756:18.76108;98.99968:18.76248;99.00375:18.76516;99.00386:18.76822;99.00195:18.77152;99.00244:18.77617;99.00653:18.77760;99.00710:18.78404;99.00435:18.78625;99.00472:18.78778;99.00437:18.78762;99.00264:18.78816;98.99973:18.78411;98.99875:18.78116;98.99866:18.77859;98.99711:18.77707;98.99550:18.77353;98.99186:18.77247;98.99025
6216331|Nimman, Chiang Mai, Thailand|18.80368;98.95912:18.79505;98.96217:18.78835;98.95954:18.78553;98.97063:18.78554;98.97773:18.79450;98.97819:18.79505;98.97280:18.79751;98.97076:18.79995;98.96826:18.80404;98.95934
6216348|Chang Moi, Chiang Mai, Thailand|18.78517;98.99337:18.78407;98.99870:18.78820;98.99965:18.78774;99.00259:18.78791;99.00408:18.78966;99.00351:18.79398;98.99971:18.79714;99.00025:18.80022;99.00347:18.80122;99.00040:18.80090;98.99801:18.79992;98.99590:18.80002;98.99373:18.79545;98.99399
6217282|European Quarter, Strasbourg, France|48.60319;7.77137:48.60219;7.75659:48.60092;7.75504:48.59982;7.75488:48.59854;7.75358:48.59499;7.75823:48.59379;7.75830:48.59311;7.75903:48.59225;7.76148:48.59146;7.76354:48.59098;7.76493:48.59084;7.76511:48.59204;7.76632:48.59100;7.76864:48.59192;7.76959:48.59258;7.76995:48.59565;7.77423:48.59652;7.77272:48.59857;7.77434:48.60078;7.77469:48.60215;7.77416
6217291|Krutenau, Strasbourg, France|48.57882;7.74866:48.57799;7.74916:48.57730;7.74917:48.57720;7.74958:48.57677;7.74987:48.57624;7.75047:48.57576;7.75049:48.57523;7.74991:48.57434;7.74991:48.57503;7.75520:48.57634;7.75726:48.57730;7.75835:48.57782;7.75884:48.57850;7.75939:48.57816;7.76126:48.58272;7.76344:48.58418;7.75853:48.58313;7.75741:48.58199;7.75613:48.57945;7.75079
6217316|Historic Center, Strasbourg, France|48.58318;7.75735:48.58202;7.75607:48.57946;7.75074:48.57861;7.74773:48.57939;7.74517:48.58193;7.74322:48.58203;7.73922:48.58194;7.73834:48.58262;7.73845:48.58339;7.73895:48.58644;7.74572:48.58718;7.74844:48.58698;7.75061:48.58598;7.75403
6217334|Montagne Verte, Strasbourg, France|48.56252;7.69323:48.56065;7.69439:48.56153;7.69697:48.56073;7.70701:48.55960;7.70714:48.55906;7.70538:48.55789;7.70456:48.55980;7.71606:48.56042;7.71619:48.56181;7.71413:48.56241;7.71345:48.56369;7.71255:48.56425;7.71280:48.56636;7.71340:48.56761;7.71298:48.56863;7.71293:48.57030;7.71469:48.57087;7.71619:48.57002;7.71873:48.56996;7.71993:48.57153;7.72400:48.57184;7.72735:48.57241;7.73057:48.57442;7.72954:48.57732;7.72641:48.57595;7.72388:48.57317;7.71439:48.57047;7.70993:48.57289;7.70156:48.57289;7.70006:48.57442;7.69851:48.57570;7.69748:48.57581;7.69645:48.57448;7.69534:48.57371;7.69778:48.57135;7.69894:48.57070;7.70122:48.56817;7.70147:48.56431;7.70083
6217336|Robertsau, Strasbourg, France|48.61719;7.78606:48.62382;7.78515:48.62791;7.78832:48.62512;7.80546:48.61708;7.82766:48.59403;7.80463:48.58944;7.79581:48.59162;7.78090:48.59662;7.77295:48.59851;7.77457:48.60077;7.77504:48.60207;7.77439:48.60342;7.77138:48.60497;7.77219
6217399|Downtown Halifax, Halifax, Nova Scotia, Canada|44.65025;-63.58633:44.64486;-63.58367:44.64408;-63.58156:44.63926;-63.57919:44.64303;-63.56517:44.65342;-63.57398
6217410|Kensington Market, Toronto, Ontario, Canada|43.65715;-79.40874:43.65166;-79.40664:43.65093;-79.40447:43.65245;-79.39683:43.65884;-79.39967
6218167|Pampulha, Belo Horizonte, Brazil|-19.84306;-43.96747:-19.84867;-43.96670:-19.85246;-43.96215:-19.86223;-43.95846:-19.86195;-43.95747:-19.86138;-43.95786:-19.86074;-43.95661:-19.86094;-43.95031:-19.85864;-43.95022:-19.85743;-43.95412:-19.85601;-43.95554:-19.85472;-43.95305:-19.85343;-43.95198:-19.85553;-43.94408:-19.85626;-43.94421:-19.85646;-43.94288:-19.85872;-43.93700:-19.85706;-43.93636:-19.85674;-43.93657:-19.85428;-43.93631:-19.85295;-43.93490:-19.85036;-43.94091:-19.85081;-43.94181:-19.84968;-43.94323:-19.84939;-43.94301:-19.84867;-43.94310:-19.84867;-43.94395:-19.84778;-43.94464:-19.84746;-43.94756:-19.84794;-43.94764:-19.84782;-43.94876:-19.84693;-43.94854:-19.84637;-43.94897:-19.84645;-43.94957:-19.84524;-43.94970:-19.84540;-43.95146:-19.84653;-43.95305:-19.84608;-43.95550:-19.84612;-43.95713:-19.84524;-43.95807:-19.84556;-43.95863:-19.84479;-43.95949:-19.84382;-43.96322:-19.84419;-43.96412
6218207|Mangabeiras, Belo Horizonte, Brazil|-19.95744;-43.93374:-19.95799;-43.93157:-19.96063;-43.92986:-19.96344;-43.93053:-19.96526;-43.92994:-19.97277;-43.93154:-19.97290;-43.93088:-19.97081;-43.93031:-19.96272;-43.91231:-19.95552;-43.90462:-19.95147;-43.89714:-19.94737;-43.89461:-19.94558;-43.89397:-19.94530;-43.89158:-19.94377;-43.89014:-19.94297;-43.89275:-19.93958;-43.89782:-19.94059;-43.90263:-19.94278;-43.90591:-19.94330;-43.90756:-19.94391;-43.90818:-19.94521;-43.91227:-19.94537;-43.91383:-19.94433;-43.91515:-19.94358;-43.91526:-19.94312;-43.91621:-19.94444;-43.91711:-19.94501;-43.91640:-19.94623;-43.91777:-19.94863;-43.91826:-19.94906;-43.92004:-19.95009;-43.92217:-19.95197;-43.92233:-19.95418;-43.92667:-19.95374;-43.92907:-19.95420;-43.92959:-19.95670;-43.92994:-19.95742;-43.93099:-19.95708;-43.93253:-19.95711;-43.93359
6219371|Manguinhos, Buzios, Brazil|-22.77458;-41.91625:-22.77607;-41.91600:-22.77570;-41.91350:-22.77708;-41.91313:-22.77737;-41.91326:-22.77760;-41.91376:-22.77851;-41.91354:-22.77902;-41.91315:-22.77826;-41.91171:-22.77766;-41.90996:-22.77809;-41.90908:-22.77784;-41.90705:-22.77813;-41.90562:-22.77739;-41.90545:-22.77624;-41.90564:-22.77314;-41.90492:-22.77255;-41.90449:-22.76911;-41.90351:-22.76802;-41.90657:-22.76864;-41.90882:-22.77055;-41.91157:-22.77004;-41.91159:-22.77073;-41.91248:-22.77266;-41.91375:-22.77302;-41.91338:-22.77423;-41.91441
6219443|Calais City Center, Calais, France|50.96098;1.84287:50.95250;1.84618:50.95406;1.85535:50.95762;1.86099:50.96236;1.85964:50.96473;1.85152:50.96236;1.84949
6220072|Cobble Hill, Brooklyn, New York, United States of America|40.68945;-73.99238:40.68370;-73.99524:40.68527;-74.00079:40.68990;-73.99845:40.69165;-73.99943
6220275|Vasastaden, Gothenburg, Sweden|57.70070;11.96236:57.69539;11.96342:57.69543;11.96749:57.69646;11.97124:57.70045;11.96893:57.70177;11.96616:57.70084;11.96398
6220316|Sakae, Nagoya, Japan|35.16804;136.89201:35.16249;136.89253:35.16249;136.90666:35.16127;136.91643:35.17421;136.91522:35.17324;136.90179:35.16874;136.90221
6220721|Historic Center, Lille, France|50.63852;3.05286:50.63668;3.04454:50.63408;3.04987:50.62783;3.06113:50.62783;3.06908:50.63742;3.06863:50.64113;3.06809:50.63996;3.06460:50.63897;3.05899
